Price,Date,Lat,Lng,Type,Floors,Building,Rooms,Floor,Area
1770.0,239,56.32329300000001,43.868697,Resale,2.0,Block,2.0,2.0,40.0
7800.0,239,56.275468999999994,44.00197100000001,Resale,3.0,Brick,4.0,1.0,170.0
1650.0,239,56.280246999999996,43.951629,Resale,9.0,Brick,1.0,4.0,32.0
9000.0,239,56.26374200000001,44.090841,Resale,6.0,Brick,3.0,5.0,80.0
1900.0,239,56.2840803491,43.9051614667,Resale,5.0,Brick,2.0,1.0,46.0
2100.0,239,56.35314,43.866398,Resale,5.0,Brick,1.0,4.0,31.0
2100.0,239,56.247145999999994,43.825084000000004,Resale,5.0,Brick,2.0,2.0,38.5
3500.0,239,56.304086,44.076153999999995,Resale,8.0,Brick,1.0,3.0,40.0
850.0,239,56.290624,43.991398,Resale,5.0,Brick,1.0,3.0,17.0
2600.0,239,56.291698,44.042889,Resale,5.0,Brick,2.0,1.0,42.0
2530.0,239,56.280292,43.91788,Resale,5.0,Panel,2.0,4.0,45.0
2460.0,239,56.255362,43.970099,Resale,5.0,Brick,2.0,4.0,41.0
2400.0,239,56.324463,44.001888,Resale,5.0,Brick,2.0,5.0,45.0
4600.0,239,56.21791500000001,43.83773,Resale,12.0,Brick,4.0,1.0,86.0
4200.0,239,56.301869999999994,44.07364000000001,Resale,9.0,Brick,1.0,5.0,43.0
2550.0,239,56.346452,43.80162,Resale,5.0,Brick,3.0,4.0,60.0
1850.0,239,56.231198,43.822092,Resale,9.0,Panel,1.0,7.0,35.0
2610.0,240,56.332975,43.941308,Resale,12.0,Brick,2.0,3.0,42.0
4100.0,239,56.3229352664,44.008701808599994,Resale,9.0,Panel,3.0,6.0,66.0
2600.0,239,56.229561,43.87880300000001,Resale,9.0,Panel,2.0,8.0,58.0
4500.0,241,56.289017,44.055122,Resale,2.0,Brick,2.0,2.0,95.0
2350.0,241,56.238342,43.828759999999996,Resale,10.0,Brick,1.0,9.0,31.0
2800.0,241,56.232648253,43.968995643,New,10.0,Brick,1.0,1.0,39.3
2850.0,241,56.23421,43.947334999999995,Resale,9.0,Panel,2.0,9.0,45.0
1200.0,241,56.23055600000001,43.836052,Resale,2.0,Brick,1.0,1.0,26.0
4169.9,241,56.267162,44.023533,Resale,17.0,Brick,2.0,12.0,64.0
1200.0,241,56.280092,43.935451,Resale,5.0,Brick,1.0,3.0,19.0
2500.0,241,56.277618000000004,43.987481,Resale,5.0,Brick,1.0,5.0,38.0
3100.0,240,56.293027,44.038056,Resale,5.0,Brick,2.0,4.0,43.0
4800.0,240,56.255352,43.970099,Resale,9.0,Brick,3.0,7.0,65.0
1610.0,240,56.303346999999995,43.882998,Resale,5.0,Brick,2.0,5.0,42.0
2800.0,240,56.2382,43.955116,Resale,25.0,Brick,1.0,13.0,27.0
3500.0,240,56.289809999999996,43.85699,Resale,9.0,Brick,2.0,9.0,52.0
4430.0,240,56.314432,44.046438,Resale,9.0,Brick,4.0,9.0,74.0
1800.0,240,56.29861999999999,44.001026,Resale,2.0,Brick,2.0,1.0,47.0
3460.0,240,56.33058000000001,43.881794,Resale,5.0,Brick,3.0,5.0,57.0
1500.0,240,56.383198,43.78944,Resale,2.0,Brick,2.0,1.0,31.7
2000.0,240,56.26039124,43.84637451,Resale,9.0,Brick,1.0,5.0,32.7
1700.0,240,56.269086,43.870125,Resale,9.0,Brick,1.0,5.0,30.0
1800.0,239,56.298662,43.937238,Resale,5.0,Brick,1.0,4.0,30.0
1500.0,239,56.228313,43.857082,Resale,2.0,Brick,2.0,1.0,38.0
2200.0,239,56.237272,43.841262,Resale,10.0,Panel,1.0,6.0,30.0
3550.0,240,56.231747,43.94569,Resale,12.0,Brick,2.0,3.0,56.0
4100.0,240,56.324236,43.93033,New,19.0,Monolithic,3.0,8.0,61.9
2250.0,240,56.320273,43.927438,Resale,5.0,Brick,2.0,3.0,44.5
2280.0,240,56.293606000000004,43.984276,Resale,5.0,Brick,1.0,4.0,31.0
3000.0,241,56.3126,43.976620000000004,Resale,3.0,Brick,3.0,1.0,46.0
2850.0,241,56.30214691,44.04074097,Resale,5.0,Brick,3.0,4.0,60.0
5100.0,241,56.34673691,43.93780518,Resale,16.0,Brick,4.0,10.0,73.0
3500.0,241,56.22784,43.945853,Resale,9.0,Panel,3.0,9.0,64.0
4000.0,241,56.264106999999996,43.977195,Resale,9.0,Brick,3.0,2.0,62.0
2700.0,235,56.258373,43.866882000000004,Resale,5.0,Brick,3.0,5.0,63.0
4650.0,235,56.237221999999996,43.966829,Resale,10.0,Brick,3.0,1.0,74.0
1350.0,235,56.307930000000006,43.84532,Resale,2.0,Brick,1.0,1.0,33.0
2300.0,235,56.321701000000004,44.021797,Resale,5.0,Brick,1.0,5.0,31.0
2100.0,235,56.284969,44.043949,Resale,5.0,Panel,1.0,4.0,32.0
2150.0,235,56.313697999999995,43.933438,Resale,5.0,Brick,2.0,4.0,45.0
2000.0,235,56.246141,43.862049,Resale,5.0,Brick,1.0,1.0,35.0
2650.0,235,56.3123642205,44.0738138307,Resale,9.0,Brick,1.0,5.0,33.0
1760.0,235,56.191188000000004,43.8588724577,Resale,3.0,Monolithic,1.0,2.0,32.0
4300.0,235,56.288123999999996,43.876995,Resale,5.0,Brick,3.0,1.0,55.7
1752.0,235,56.34082900000001,43.910064,New,10.0,Panel,1.0,9.0,29.7
1970.0,235,56.2979531267,44.0432474837,Resale,5.0,Panel,1.0,2.0,33.0
1600.0,235,56.23236800000001,43.870601,Resale,5.0,Panel,1.0,1.0,32.0
2500.0,235,56.293737,44.051244,Resale,5.0,Brick,2.0,1.0,44.0
2550.0,235,56.33801500000001,43.914718,Resale,10.0,Panel,1.0,9.0,36.0
1490.0,235,56.340585,43.829809000000004,Resale,9.0,Brick,1.0,2.0,29.0
2300.0,235,56.239697,43.962579999999996,Resale,5.0,Brick,1.0,4.0,31.0
2280.0,236,56.291714,44.005833,Resale,5.0,Brick,1.0,4.0,31.1
2300.0,236,56.30255699999999,44.036421000000004,Resale,9.0,Panel,1.0,8.0,33.0
2450.0,236,56.36497900000001,43.828829999999996,Resale,3.0,Brick,2.0,3.0,46.0
6000.0,236,56.316069999999996,44.000228,Resale,9.0,Brick,3.0,9.0,66.0
2500.0,236,56.290583999999996,43.931175,Resale,5.0,Brick,1.0,5.0,30.0
2400.0,236,56.257248,43.882847,Resale,5.0,Brick,3.0,1.0,61.5
2450.0,237,56.223296,43.95198,Resale,10.0,Panel,1.0,7.0,31.0
3700.0,237,56.30490500000001,43.935062,Resale,10.0,Brick,1.0,6.0,37.0
5000.0,237,56.307716000000006,44.028974,Resale,9.0,Brick,2.0,5.0,60.0
2480.0,237,56.31833100000001,44.044021,Resale,9.0,Brick,1.0,8.0,34.0
2680.0,237,56.231097999999996,43.82768,Resale,9.0,Brick,3.0,3.0,57.0
2200.0,237,56.231688,43.874662,Resale,9.0,Brick,2.0,2.0,44.0
2800.0,237,56.325439,43.87662,Resale,9.0,Brick,3.0,2.0,58.0
2300.0,237,56.2918670779,43.9971384588,Resale,2.0,Block,2.0,2.0,46.0
5290.0,237,56.285563,44.080798,Resale,10.0,Brick,2.0,8.0,59.0
2650.0,237,56.28970500000001,44.075435,Resale,6.0,Brick,1.0,2.0,42.0
5100.0,237,56.31104200000001,44.071689,Resale,17.0,Brick,2.0,9.0,58.0
2650.0,237,56.324635,43.929424,Resale,10.0,Brick,1.0,1.0,37.0
1850.0,237,56.271501,43.881201000000004,Resale,9.0,Brick,1.0,1.0,28.0
3300.0,238,56.333214,43.844997,Resale,10.0,Brick,1.0,8.0,38.0
1130.0,238,56.310413,44.037517,Resale,11.0,Monolithic,1.0,10.0,40.0
6300.0,238,56.341687,43.947587,Resale,17.0,Monolithic,3.0,13.0,82.0
2200.0,238,56.29090400000001,43.842942,New,10.0,Monolithic,1.0,6.0,29.0
2450.0,237,56.234535,43.833618,Resale,5.0,Brick,2.0,5.0,46.0
2250.0,237,56.223355772,43.951915627,Resale,10.0,Monolithic,1.0,5.0,30.8
3600.0,237,56.324287,43.993725,Resale,5.0,Brick,2.0,5.0,44.0
2600.0,237,56.290958999999994,43.918409999999994,Resale,5.0,Brick,3.0,4.0,43.7
4700.0,238,56.313897999999995,43.994802,Resale,9.0,Brick,2.0,8.0,52.0
3500.0,238,56.340904,43.84731,Resale,17.0,Brick,1.0,3.0,43.2
1900.0,238,56.3565887642,43.8337290741,Resale,5.0,Panel,1.0,2.0,32.0
3200.0,239,56.228896,43.862211,Resale,9.0,Panel,3.0,5.0,59.0
2075.0,239,56.267527,43.929055,Resale,9.0,Panel,1.0,1.0,37.0
2480.0,239,56.32928199999999,43.918059,Resale,5.0,Brick,1.0,3.0,43.0
2100.0,239,56.314262,43.900327000000004,Resale,5.0,Brick,2.0,4.0,42.5
2650.0,232,56.338933,43.880914000000004,Resale,9.0,Brick,2.0,1.0,45.5
3950.0,232,56.29539499999999,44.059490000000004,Resale,9.0,Panel,3.0,6.0,74.0
2000.0,232,56.320473,44.038757000000004,Resale,5.0,Brick,1.0,2.0,31.0
5950.0,233,56.327735,43.928084999999996,Resale,10.0,Monolithic,3.0,5.0,71.0
3110.0,233,56.3382717808,43.9166992315,New,10.0,Monolithic,3.0,4.0,52.0
5453.5,232,56.3015,43.9745,New,25.0,Monolithic,3.0,17.0,84.0
6300.0,232,56.313653,44.06965,Resale,17.0,Monolithic,3.0,5.0,85.0
1550.0,232,56.24810600000001,43.750820000000004,Resale,5.0,Panel,1.0,5.0,31.0
1850.0,232,56.24466999999999,43.835819,Resale,3.0,Brick,2.0,2.0,49.0
2450.0,233,56.231818000000004,43.958609,Resale,5.0,Panel,2.0,5.0,45.0
3000.0,233,56.30972,43.98113,Resale,6.0,Brick,2.0,1.0,45.0
3290.0,232,56.248794999999994,43.829468,Resale,4.0,Brick,2.0,4.0,53.5
2500.0,232,56.330666,43.915946999999996,Resale,9.0,Brick,1.0,5.0,37.0
2900.0,232,56.36476517,43.82760620000001,Resale,9.0,Brick,3.0,9.0,58.0
2150.0,232,56.24141312,43.96983719,Resale,5.0,Brick,1.0,3.0,32.0
3300.0,232,56.342372999999995,43.950615,Resale,17.0,Brick,1.0,14.0,44.0
3400.0,232,56.32595444,43.95940781,Resale,5.0,Brick,3.0,3.0,58.0
2600.0,232,56.265522,43.896131,Resale,5.0,Panel,2.0,2.0,48.0
6550.0,232,56.293422,44.047623,Resale,5.0,Brick,4.0,5.0,97.0
3300.0,232,56.305969999999995,43.992816999999995,Resale,9.0,Brick,3.0,1.0,61.0
2200.0,232,56.266037,43.980142,Resale,2.0,Brick,2.0,2.0,48.0
1330.0,232,56.297973999999996,44.076252000000004,Resale,19.0,Brick,1.0,2.0,19.0
3990.0,232,56.343453000000004,43.841343,Resale,9.0,Brick,4.0,6.0,70.0
5100.0,232,56.345325,43.94085,Resale,16.0,Brick,4.0,10.0,73.0
1700.0,232,56.243919999999996,43.841846000000004,Resale,5.0,Brick,1.0,2.0,31.0
3800.0,232,56.367622,43.804159999999996,Resale,9.0,Brick,3.0,5.0,72.5
4700.0,232,56.229169999999996,43.81982,Resale,10.0,Brick,3.0,1.0,75.0
1500.0,232,56.296253,43.87169,Resale,5.0,Brick,1.0,3.0,31.0
1800.0,232,56.362372,43.806946999999994,Resale,9.0,Panel,1.0,5.0,32.0
4500.0,232,56.31825600000001,44.0252,Resale,9.0,Brick,3.0,3.0,62.0
10800.0,232,56.306518000000004,43.994883,Resale,9.0,Brick,3.0,9.0,130.0
3200.0,232,56.338025,43.873674,Resale,9.0,Panel,3.0,6.0,60.4
3200.0,232,56.349244999999996,43.849455,Resale,9.0,Panel,2.0,6.0,52.0
5590.0,231,56.258563,43.980187,Resale,17.0,Brick,3.0,9.0,91.8
4850.0,231,56.28388399999999,44.070547999999995,Resale,17.0,Monolithic,2.0,12.0,66.0
2050.0,232,56.321096999999995,43.945799,Resale,5.0,Brick,1.0,1.0,31.0
2100.0,232,56.305243999999995,43.924707,Resale,2.0,Wooden,2.0,1.0,44.0
2780.0,233,56.246956000000004,43.863927000000004,Resale,5.0,Brick,2.0,2.0,50.5
1740.0,233,56.3819393443,43.7893610741,Resale,2.0,Brick,2.0,1.0,31.5
4980.22,233,56.26138,44.016705,Resale,17.0,Brick,2.0,17.0,75.7
2349.999,233,56.224987,43.874348,Resale,12.0,Brick,1.0,6.0,40.3
3700.0,233,56.326156999999995,43.93714,Resale,9.0,Brick,3.0,6.0,70.0
2040.0,233,56.25559000000001,43.881397,Resale,9.0,Brick,1.0,1.0,34.0
3100.0,233,56.225628,43.837821999999996,Resale,9.0,Panel,3.0,2.0,66.0
2300.0,233,56.315105,43.883179999999996,Resale,5.0,Brick,3.0,3.0,42.0
4300.0,233,56.34472099999999,43.933807,New,9.0,Brick,3.0,8.0,64.3
2650.0,233,56.27516899999999,43.980591,Resale,5.0,Brick,2.0,3.0,44.0
2029.0,243,56.3407625493,43.9166735952,New,10.0,Panel,1.0,4.0,33.5
2625.0,243,56.3407625493,43.9166735952,New,10.0,Panel,1.0,6.0,45.0
2000.0,243,56.218807,43.866510999999996,New,17.0,Panel,1.0,16.0,33.0
2659.0,243,56.218807,43.866510999999996,New,17.0,Panel,1.0,8.0,41.0
2080.0,243,56.218807,43.866510999999996,New,17.0,Panel,1.0,4.0,35.0
3280.0,243,56.3407625493,43.9166735952,New,10.0,Panel,3.0,5.0,57.6
1150.0,243,56.233379000000006,43.828398,Resale,9.0,Brick,1.0,9.0,20.0
7500.0,243,56.30384399999999,44.073935999999996,Resale,6.0,Brick,3.0,6.0,91.0
2350.0,242,56.264552,43.914538,Resale,5.0,Brick,1.0,4.0,39.0
2700.0,242,56.230087,43.946698,Resale,9.0,Panel,2.0,5.0,47.0
4390.0,242,56.30495500000001,43.995026,Resale,10.0,Brick,1.0,7.0,45.0
6600.0,241,56.317962,44.06322700000001,Resale,22.0,Monolithic,3.0,4.0,80.0
1289.0,242,56.247145999999994,43.825084000000004,Resale,5.0,Brick,0.0,1.0,19.7
1900.0,244,56.330405000000006,43.959292,Resale,5.0,Brick,1.0,1.0,33.0
3395.0,244,56.2750554795,43.9377011455,Resale,9.0,Panel,3.0,3.0,61.0
3850.0,244,56.310972,43.987248,Resale,5.0,Brick,3.0,2.0,57.0
2150.0,244,56.340854,43.909957,Resale,10.0,Brick,1.0,7.0,30.0
3600.0,244,56.285183999999994,44.040877,Resale,18.0,Brick,1.0,6.0,55.0
2900.0,244,56.291368999999996,43.99743400000001,Resale,4.0,Brick,2.0,4.0,35.9
3500.0,244,56.258472,43.857243,Resale,19.0,Brick,1.0,3.0,46.0
4360.0,244,56.267162,44.023533,Resale,17.0,Brick,2.0,6.0,69.1
2750.0,242,56.318332999999996,43.866398,Resale,5.0,Brick,3.0,1.0,54.0
3300.0,242,56.326054000000006,43.912684999999996,Resale,9.0,Brick,2.0,7.0,45.0
5400.0,242,56.301678,44.02541,Resale,5.0,Brick,2.0,5.0,62.0
2300.0,242,56.289885,43.933618,Resale,9.0,Brick,1.0,6.0,35.0
2600.0,242,56.336369,43.846841,Resale,5.0,Brick,1.0,5.0,31.7
4100.0,242,56.218086,43.860440999999994,Resale,10.0,Brick,2.0,2.0,67.0
3500.0,242,56.251902,43.86411500000001,Resale,4.0,Brick,3.0,2.0,70.0
1550.0,242,56.280726,43.93907100000001,Resale,2.0,Brick,2.0,1.0,39.0
1360.0,242,56.190571999999996,43.8629784577,Resale,3.0,Monolithic,0.0,1.0,23.0
2200.0,243,56.367383,43.810728999999995,Resale,14.0,Monolithic,1.0,12.0,38.0
2650.0,244,56.262547,43.90848,Resale,14.0,Brick,1.0,8.0,43.0
1350.0,242,56.30059,44.009724,Resale,2.0,Brick,2.0,2.0,38.0
14000.0,242,56.313503000000004,44.03767,Resale,4.0,Brick,5.0,3.0,350.0
4100.0,241,56.288123999999996,43.876995,Resale,9.0,Brick,1.0,8.0,54.0
2800.0,242,56.299645999999996,44.047668,Resale,5.0,Panel,2.0,5.0,45.0
2470.0,242,56.255352,43.9701,Resale,9.0,Brick,1.0,6.0,34.0
7500.0,242,56.315002,44.0224,Resale,9.0,Brick,2.0,7.0,70.0
1850.0,242,56.32254399999999,43.88475800000001,Resale,6.0,Brick,1.0,2.0,30.0
5650.0,242,56.285953000000006,44.052861,Resale,10.0,Monolithic,3.0,4.0,81.0
31000.0,242,56.324757,43.999413,Resale,5.0,Brick,4.0,3.0,181.0
2800.0,242,56.267552,43.892107,Resale,5.0,Panel,4.0,2.0,62.0
5270.0,242,56.313233999999994,43.978784999999995,Resale,11.0,Monolithic,2.0,11.0,73.0
1990.0,243,56.250917,43.850479,Resale,9.0,Panel,1.0,1.0,33.0
1800.0,243,56.195443741999995,43.849480627,Resale,3.0,Monolithic,1.0,2.0,34.0
2790.0,244,56.337688398699996,43.9132653849,New,10.0,Panel,2.0,6.0,47.3
2180.0,243,56.327736,43.91478,Resale,5.0,Brick,2.0,5.0,40.0
850.0,243,56.26533000000001,43.874527,Resale,10.0,Brick,5.0,8.0,118.0
2070.0,244,56.288123999999996,43.876995,Resale,10.0,Brick,1.0,6.0,30.0
6400.0,244,56.286434,43.98591,Resale,18.0,Brick,2.0,17.0,80.0
11300.0,241,56.30533000000001,44.078487,Resale,12.0,Brick,4.0,6.0,120.0
1900.0,241,56.33138,43.833664,Resale,10.0,Brick,1.0,5.0,20.5
3100.0,241,56.260991933599996,43.8782624395,Resale,9.0,Panel,3.0,9.0,61.0
3300.0,241,56.34190200000001,43.951027,Resale,17.0,Monolithic,1.0,15.0,41.0
2610.0,241,56.368524,43.808222,Resale,10.0,Brick,2.0,7.0,54.0
3100.0,241,56.262547,43.908483000000004,Resale,5.0,Panel,3.0,2.0,60.0
1600.0,242,56.2904135337,43.8612464921,Resale,3.0,Brick,2.0,1.0,46.0
2200.0,243,56.267464000000004,43.87999,Resale,9.0,Brick,1.0,7.0,33.2
2100.0,242,56.290905,43.84294000000001,Resale,10.0,Brick,1.0,3.0,28.0
2000.0,243,56.299285999999995,43.937256,Resale,5.0,Brick,3.0,5.0,70.0
2750.0,243,56.290849,43.939457,Resale,5.0,Panel,3.0,1.0,60.0
1800.0,243,56.2199718405,43.867510566899995,Resale,17.0,Block,0.0,5.0,22.6
3000.0,243,56.32373810000001,43.87199402,Resale,9.0,Brick,2.0,9.0,51.1
2700.0,305,56.26774,43.981148,Resale,2.0,Brick,3.0,2.0,54.0
6950.0,305,56.22735600000001,43.947559999999996,Resale,19.0,Brick,3.0,6.0,97.0
3150.0,306,56.257038,43.982414,Resale,18.0,Brick,1.0,15.0,45.0
3320.0,306,56.315366000000004,43.902778999999995,Resale,5.0,Brick,3.0,2.0,79.0
1750.0,305,56.291543999999995,44.01727800000001,Resale,5.0,Brick,1.0,1.0,30.0
2550.0,306,56.312284999999996,44.018904,Resale,5.0,Brick,2.0,4.0,42.0
2790.0,306,56.337211563500006,43.9169131892,New,10.0,Panel,2.0,5.0,47.3
2190.0,306,56.273235,43.929272,Resale,6.0,Brick,2.0,3.0,42.0
2200.0,304,56.330236,43.929378,Resale,9.0,Brick,1.0,4.0,38.0
2100.0,304,56.268085,43.929287,Resale,3.0,Brick,2.0,3.0,40.0
1600.0,304,56.26974499999999,43.879529999999995,Resale,9.0,Brick,1.0,3.0,34.0
1350.0,304,56.31239,43.850668,Resale,5.0,Brick,1.0,4.0,32.0
2590.0,304,56.265938,43.898117,Resale,10.0,Brick,1.0,2.0,40.2
2200.0,305,56.29651,44.049583,Resale,5.0,Brick,1.0,2.0,32.0
1950.0,305,56.2297,43.86673,Resale,5.0,Brick,2.0,3.0,44.0
4500.0,305,56.284477,44.070595000000004,Resale,17.0,Brick,2.0,7.0,72.0
2250.0,305,56.30485,43.942978000000004,Resale,3.0,Brick,1.0,2.0,32.0
3000.0,305,56.328261,43.839554,Resale,6.0,Brick,3.0,3.0,70.0
2750.0,305,56.3196590329,43.8897174522,Resale,5.0,Brick,2.0,5.0,46.0
3000.0,305,56.3333,43.8942,Resale,9.0,Brick,2.0,6.0,48.0
3800.0,305,56.321360999999996,43.945156,Resale,9.0,Brick,2.0,7.0,51.0
2350.0,305,56.224422,43.860405,Resale,5.0,Brick,2.0,3.0,44.0
2150.0,305,56.32100296,43.98525238,Resale,9.0,Brick,1.0,1.0,25.0
2600.0,306,56.23385239,43.96365738,Resale,8.0,Brick,1.0,4.0,39.0
5800.0,306,56.30446,43.997093,New,19.0,Brick,2.0,19.0,79.2
3900.0,306,56.285773,43.985954,Resale,18.0,Monolithic,1.0,9.0,52.0
3200.0,306,56.341328000000004,43.953174,Resale,11.0,Brick,1.0,7.0,38.7
2350.0,306,56.327541000000004,43.856507,Resale,9.0,Brick,1.0,9.0,36.6
2550.0,306,56.287787,43.930959,Resale,10.0,Brick,1.0,7.0,33.0
15890.0,306,56.325215,43.993383,Resale,4.0,Brick,5.0,4.0,163.0
3000.0,306,56.312425,44.017081,Resale,3.0,Brick,2.0,1.0,44.3
3400.0,306,56.324656000000004,43.98634000000001,Resale,14.0,Brick,1.0,7.0,36.7
3450.0,306,56.332536,43.867421,Resale,9.0,Brick,3.0,7.0,63.0
10627.0,306,56.321666,44.044964,Resale,4.0,Brick,4.0,2.0,129.6
11700.0,306,56.321666,44.044964,Resale,4.0,Brick,3.0,2.0,130.0
3200.0,306,56.218086,43.860440999999994,Resale,17.0,Brick,2.0,11.0,43.0
2400.0,306,56.296949,44.039026,Resale,5.0,Brick,1.0,2.0,33.0
9500.0,306,56.311801,43.986565,Resale,6.0,Brick,3.0,4.0,90.0
3000.0,306,56.324286,43.993724,Resale,5.0,Brick,2.0,5.0,40.0
1500.0,306,56.340854,43.909957,Resale,10.0,Brick,1.0,1.0,18.0
5900.0,306,56.31205500000001,44.003103,Resale,17.0,Brick,2.0,14.0,63.0
3500.0,306,56.334617,43.912372999999995,Resale,10.0,Brick,2.0,5.0,57.0
3050.0,306,56.2827,44.080331,Resale,5.0,Brick,1.0,3.0,44.6
3150.0,306,56.300999,43.936744,Resale,10.0,Brick,1.0,2.0,41.0
2150.0,306,56.330330000000004,43.839698999999996,Resale,6.0,Brick,2.0,4.0,41.0
2600.0,306,56.322699,43.940329,Resale,9.0,Brick,2.0,5.0,46.0
4087.0640000000003,306,56.257023,43.982009999999995,Resale,18.0,Brick,2.0,5.0,63.6
1750.0,306,56.26660699999999,43.871482,Resale,5.0,Brick,1.0,2.0,32.0
4881.04,306,56.348926,43.872712,New,17.0,Brick,2.0,9.0,71.7
2100.0,306,56.365781999999996,43.810226,New,14.0,Brick,1.0,8.0,43.7
3300.0,306,56.309764,44.024986,Resale,5.0,Brick,3.0,5.0,64.4
11500.0,306,56.31076700000001,43.995737,Resale,5.0,Brick,4.0,5.0,136.0
1650.0,306,56.250437,43.847308,Resale,5.0,Brick,1.0,4.0,31.0
3550.0,306,56.23406,43.965832,Resale,10.0,Brick,2.0,6.0,60.6
3600.0,306,56.305533999999994,44.066713,Resale,14.0,Brick,1.0,2.0,45.0
1700.0,306,56.275289,43.979226000000004,Resale,5.0,Brick,2.0,1.0,41.8
2750.0,306,56.301164,44.025237,Resale,9.0,Brick,1.0,4.0,34.0
3300.0,306,56.32895799999999,43.922057,Resale,9.0,Brick,3.0,4.0,63.0
1950.0,306,56.271106,43.882908,Resale,9.0,Brick,1.0,5.0,36.6
2950.0,306,56.288566,44.07304600000001,Resale,9.0,Brick,1.0,2.0,37.0
1550.0,306,56.268471,43.933304,Resale,2.0,Brick,1.0,2.0,35.2
3600.0,306,56.30234300000001,44.07663,Resale,10.0,Brick,1.0,3.0,40.0
3300.0,306,56.338714,43.91581400000001,Resale,10.0,Brick,1.0,4.0,50.0
2990.0,306,56.309054,44.023153,Resale,5.0,Brick,2.0,5.0,40.8
3900.0,306,56.364734999999996,43.814015999999995,Resale,9.0,Brick,3.0,6.0,72.0
2250.0,306,56.23406,43.965832,Resale,10.0,Brick,1.0,6.0,36.7
1850.0,306,56.368922999999995,43.821661,Resale,5.0,Brick,1.0,1.0,31.0
2900.0,306,56.264237,44.012769,Resale,5.0,Brick,2.0,4.0,43.0
1800.0,306,56.31913,43.889367,Resale,4.0,Brick,1.0,1.0,32.0
7900.0,306,56.267162,44.023531,Resale,17.0,Brick,3.0,8.0,92.0
1950.0,306,56.336482999999994,43.917242,Resale,9.0,Brick,1.0,8.0,35.7
2300.0,306,56.267981999999996,43.9268,Resale,6.0,Brick,1.0,2.0,38.7
2450.0,306,56.261083,43.985801,Resale,4.0,Brick,2.0,2.0,42.0
4000.0,306,56.257023,43.982009999999995,Resale,17.0,Brick,2.0,6.0,62.0
2800.0,306,56.366409999999995,43.825497,Resale,18.0,Brick,1.0,7.0,43.0
5400.0,306,56.305533999999994,44.066713,Resale,14.0,Brick,1.0,8.0,54.0
3600.0,306,56.267162,44.023531,Resale,19.0,Brick,2.0,15.0,53.7
2000.0,306,56.324463,44.001888,Resale,6.0,Brick,1.0,5.0,38.9
